0,10,1
0,14,1
0,18,1
0,22,1
0,26,1
0,30,1
0,34,1
0,36,1
0,39,1
0,41,1
1,12,1
1,16,1
1,20,1
1,24,1
1,28,1
1,32,1
2,13,1
2,17,1
2,21,1
2,25,1
2,29,1
2,33,1
3,11,1
3,35,1
3,37,1
3,40,1
3,42,1
4,43,1
4,52,1
4,58,1
4,64,1
4,69,1
4,75,1
4,80,1
4,85,1
4,90,1
5,44,1
5,53,1
5,59,1
5,65,1
5,70,1
5,76,1
5,81,1
5,86,1
5,91,1
6,45,1
6,48,1
6,54,1
6,60,1
6,66,1
6,71,1
6,77,1
6,82,1
6,87,1
6,92,1
7,46,1
7,50,1
7,56,1
7,62,1
7,67,1
7,73,1
7,78,1
7,83,1
7,88,1
7,94,1
8,47,1
8,51,1
8,57,1
8,63,1
8,68,1
8,74,1
8,79,1
8,84,1
8,89,1
8,95,1
9,111,1
9,117,1
9,118,1
9,119,1
9,125,1
10,0,1.9817
10,111,-1
10,112,-1
10,113,-1
10,114,-1
10,115,-1
10,116,-1
10,117,-1
10,118,-1
10,119,-1
10,123,-1
10,124,-1
10,125,-1
10,129,-1
10,130,-1
10,8261,-1
10,8266,1
10,8267,1
10,8290,-0.93557
10,8295,-0.93113
10,9653,-1
11,120,1
11,155,1
11,176,1
11,204,1
11,232,1
11,259,1
11,285,1
11,311,1
11,339,1
12,121,1
12,156,1
12,177,1
12,205,1
12,233,1
12,260,1
12,286,1
12,312,1
12,340,1
13,122,1
13,157,1
13,178,1
13,206,1
13,234,1
13,261,1
13,287,1
13,313,1
13,341,1
14,126,1
14,144,1
14,160,1
14,181,1
14,210,1
14,239,1
14,266,1
14,294,1
14,319,1
14,345,1
15,127,1
15,145,1
15,161,1
15,182,1
15,211,1
15,240,1
15,267,1
15,295,1
15,320,1
15,346,1
16,128,1
16,162,1
16,183,1
16,212,1
16,241,1
16,268,1
16,296,1
16,321,1
16,347,1
17,243,1
17,271,1
17,324,1
18,131,1
18,138,1
18,139,1
18,140,1
18,143,1
19,1,1.9544
19,131,-1
19,132,-1
19,133,-1
19,134,-1
19,135,-1
19,136,-1
19,137,-1
19,138,-1
19,139,-1
19,140,-1
19,141,-1
19,142,-1
19,143,-1
19,146,-1
19,8262,-1
19,8268,1
19,8269,-0.9585
19,9665,-1
20,364,1
20,365,1
20,367,1
20,368,1
21,147,1
21,152,1
21,153,1
21,154,1
21,159,1
22,2,1.9108
22,147,-1
22,148,-1
22,149,-1
22,150,-1
22,151,-1
22,152,-1
22,153,-1
22,154,-1
22,158,-1
22,159,-1
22,163,-1
22,164,-1
22,8263,-1
22,8268,-0.9585
22,8269,1
22,8270,1
22,8271,-0.95806
22,9675,-1
23,372,1
23,373,1
23,376,1
23,377,1
24,166,1
24,172,1
24,173,1
24,175,1
24,180,1
25,3,1.948
25,165,-1
25,166,-1
25,167,-1
25,168,-1
25,169,-1
25,170,-1
25,171,-1
25,172,-1
25,173,-1
25,174,-1
25,175,-1
25,179,-1
25,180,-1
25,184,-1
25,185,-1
25,186,-1
25,187,-1
25,8270,-0.95806
25,8271,1
25,8272,1
25,8273,1
25,8274,-0.95591
25,8278,-0.95371
25,9688,-1
26,383,1
26,384,1
26,387,1
27,189,1
27,199,1
27,200,1
27,203,1
27,209,1
28,4,1.7991
28,188,-1
28,189,-1
28,190,-1
28,191,-1
28,192,-1
28,193,-1
28,194,-1
28,195,-1
28,196,-1
28,197,-1
28,198,-1
28,199,-1
28,200,-1
28,201,-1
28,202,-1
28,203,-1
28,207,-1
28,208,-1
28,209,-1
28,213,-1
28,214,-1
28,215,-1
28,8272,-0.95591
28,8274,1
28,8275,1
28,8276,1
28,8277,1
28,8279,-0.95651
28,8282,-0.94901
28,8286,-0.95477
28,9704,-1
29,397,1
30,218,1
30,226,1
30,228,1
30,231,1
30,238,1
31,5,1.8405
31,216,-1
31,217,-1
31,218,-1
31,219,-1
31,220,-1
31,221,-1
31,222,-1
31,223,-1
31,224,-1
31,225,-1
31,226,-1
31,227,-1
31,228,-1
31,229,-1
31,230,-1
31,231,-1
31,235,-1
31,236,-1
31,237,-1
31,238,-1
31,242,-1
31,244,-1
31,8264,-1
31,8273,-0.95371
31,8275,-0.95651
31,8278,1
31,8279,1
31,8280,1
31,8281,1
31,8287,-0.95669
31,8291,-0.93638
31,9721,-1
32,407,1
32,409,1
